construct,well,production_date,dna_transfection_micrograms,dna_preparation_concentration,positions,,,,
,E10,P27-20190902,0.4,0.100,"A_10,B_10,C_10,D_10",,,,
,E11,P27-20190902,0.4,0.100,"A_11,B_11,C_11,D_11",,,,
,E12,P27-20190902,0.4,0.100,"A_12,B_12,C_12,D_12",,,,
,F01,P27-20190902,0.4,0.100,"E_01,F_01,G_01,H_01",,,,
,F02,P27-20190902,0.4,0.100,"E_02,F_02,G_02,H_02",,,,
,F03,P27-20190902,0.4,0.100,"E_03,F_03,G_03,H_03",,,,
,F04,P27-20190902,0.4,0.100,"E_04,F_04,G_04,H_04",,,,
,F05,P27-20190902,0.4,0.100,"E_05,F_05,G_05,H_05",,,,
,F06,P27-20190902,0.4,0.100,"E_06,F_06,G_06,H_06",,,,
,F07,P27-20190902,0.4,0.100,"E_07,F_07,G_07,H_07",,,,
,F08,P27-20190902,0.4,0.100,"E_08,F_08,G_08,H_08",,,,
,F09,P27-20190902,0.4,0.100,"E_09,F_09,G_09,H_09",,,,
,F10,P27-20190902,0.4,0.100,"E_10,F_10,G_10,H_10",,,,
,F11,P27-20190902,0.4,0.100,"E_11,F_11,G_11,H_11",,,,
,F12,P27-20190902,0.4,0.100,"E_12,F_12,G_12,H_12",,,,
,G01,P28-20190902,0.4,0.100,"A_01,B_01,C_01,D_01",,,,
,G02,P28-20190902,0.4,0.100,"A_02,B_02,C_02,D_02",,,,
,G03,P28-20190902,0.4,0.100,"A_03,B_03,C_03,D_03",,,,
,G04,P28-20190902,0.4,0.100,"A_04,B_04,C_04,D_04",,,,
,G05,P28-20190902,0.4,0.100,"A_05,B_05,C_05,D_05",,,,
,G06,P28-20190902,0.4,0.100,"A_06,B_06,C_06,D_06",,,,
,G07,P28-20190902,0.4,0.100,"A_07,B_07,C_07,D_07",,,,
,G08,P28-20190902,0.4,0.100,"A_08,B_08,C_08,D_08",,,,
,G09,P28-20190902,0.4,0.100,"A_09,B_09,C_09,D_09",,,,
,G10,P28-20190902,0.4,0.100,"A_10,B_10,C_10,D_10",,,,
,G11,P28-20190902,0.4,0.100,"A_11,B_11,C_11,D_11",,,,
,G12,P28-20190902,0.4,0.100,"A_12,B_12,C_12,D_12",,,,
,H01,P28-20190902,0.4,0.100,"E_01,F_01,G_01,H_01",,,,
,H02,P28-20190902,0.4,0.100,"E_02,F_02,G_02,H_02",,,,
,H03,P28-20190902,0.4,0.100,"E_03,F_03,G_03,H_03",,,,
,H04,P28-20190902,0.4,0.100,"E_04,F_04,G_04,H_04",,,,
,H05,P28-20190902,0.4,0.100,"E_05,F_05,G_05,H_05",,,,
,H06,P28-20190902,0.4,0.100,"E_06,F_06,G_06,H_06",,,,
,H07,P28-20190902,0.4,0.100,"E_07,F_07,G_07,H_07",,,,
,H08,P28-20190902,0.4,0.100,"E_08,F_08,G_08,H_08",,,,
,H09,P28-20190902,0.4,0.100,"E_09,F_09,G_09,H_09",,,,
,H10,P28-20190902,0.4,0.100,"E_10,F_10,G_10,H_10",,,,
,H11,P28-20190902,0.4,0.100,"E_11,F_11,G_11,H_11",,,,
,H12,P28-20190902,0.4,0.100,"E_12,F_12,G_12,H_12",,,,
Empty,A01,P29-20190902,0.4,0.100,"A_01,B_01,C_01,D_01",,,,
Empty,A02,P29-20190902,0.4,0.100,"A_02,B_02,C_02,D_02",,,,
Empty,A03,P29-20190902,0.4,0.100,"A_03,B_03,C_03,D_03",,,,
Empty,A04,P29-20190902,0.4,0.100,"A_04,B_04,C_04,D_04",,,,
Empty,A05,P29-20190902,0.4,0.100,"A_05,B_05,C_05,D_05",,,,
Empty,A06,P29-20190902,0.4,0.100,"A_06,B_06,C_06,D_06",,,,
Empty,A07,P29-20190902,0.4,0.100,"A_07,B_07,C_07,D_07",,,,
Empty,A08,P29-20190902,0.4,0.100,"A_08,B_08,C_08,D_08",,,,
Empty,A09,P29-20190902,0.4,0.100,"A_09,B_09,C_09,D_09",,,,
Empty,A10,P29-20190902,0.4,0.100,"A_10,B_10,C_10,D_10",,,,
Empty,A11,P29-20190902,0.4,0.100,"A_11,B_11,C_11,D_11",,,,
Empty,A12,P29-20190902,0.4,0.100,"A_12,B_12,C_12,D_12",,,,
Empty,B01,P29-20190902,0.4,0.100,"E_01,F_01,G_01,H_01",,,,
Empty,B02,P29-20190902,0.4,0.100,"E_02,F_02,G_02,H_02",,,,
Empty,B03,P29-20190902,0.4,0.100,"E_03,F_03,G_03,H_03",,,,
Empty,B04,P29-20190902,0.4,0.100,"E_04,F_04,G_04,H_04",,,,
Empty,B05,P29-20190902,0.4,0.100,"E_05,F_05,G_05,H_05",,,,
Empty,B06,P29-20190902,0.4,0.100,"E_06,F_06,G_06,H_06",,,,
Empty,B07,P29-20190902,0.4,0.100,"E_07,F_07,G_07,H_07",,,,
Empty,B08,P29-20190902,0.4,0.100,"E_08,F_08,G_08,H_08",,,,
Empty,B09,P29-20190902,0.4,0.100,"E_09,F_09,G_09,H_09",,,,
Empty,B10,P29-20190902,0.4,0.100,"E_10,F_10,G_10,H_10",,,,
Empty,B11,P29-20190902,0.4,0.100,"E_11,F_11,G_11,H_11",,,,
Empty,B12,P29-20190902,0.4,0.100,"E_12,F_12,G_12,H_12",,,,
Empty,C01,P30-20190902,0.4,0.100,"A_01,B_01,C_01,D_01",,,,
Empty,C02,P30-20190902,0.4,0.100,"A_02,B_02,C_02,D_02",,,,
Empty,C03,P30-20190902,0.4,0.100,"A_03,B_03,C_03,D_03",,,,
Empty,C04,P30-20190902,0.4,0.100,"A_04,B_04,C_04,D_04",,,,
Empty,C05,P30-20190902,0.4,0.100,"A_05,B_05,C_05,D_05",,,,
Empty,C06,P30-20190902,0.4,0.100,"A_06,B_06,C_06,D_06",,,,
Empty,C07,P30-20190902,0.4,0.100,"A_07,B_07,C_07,D_07",,,,
Empty,C08,P30-20190902,0.4,0.100,"A_08,B_08,C_08,D_08",,,,
Empty,C09,P30-20190902,0.4,0.100,"A_09,B_09,C_09,D_09",,,,
Empty,C10,P30-20190902,0.4,0.100,"A_10,B_10,C_10,D_10",,,,
Empty,C11,P30-20190902,0.4,0.100,"A_11,B_11,C_11,D_11",,,,
Empty,C12,P30-20190902,0.4,0.100,"A_12,B_12,C_12,D_12",,,,
Empty,D01,P30-20190902,0.4,0.100,"E_01,F_01,G_01,H_01",,,,
Empty,D02,P30-20190902,0.4,0.100,"E_02,F_02,G_02,H_02",,,,
Empty,D03,P30-20190902,0.4,0.100,"E_03,F_03,G_03,H_03",,,,
Empty,D04,P30-20190902,0.4,0.100,"E_04,F_04,G_04,H_04",,,,
Empty,D05,P30-20190902,0.4,0.100,"E_05,F_05,G_05,H_05",,,,
Empty,D06,P30-20190902,0.4,0.100,"E_06,F_06,G_06,H_06",,,,
Empty,D07,P30-20190902,0.4,0.100,"E_07,F_07,G_07,H_07",,,,
Empty,D08,P30-20190902,0.4,0.100,"E_08,F_08,G_08,H_08",,,,
Empty,D09,P30-20190902,0.4,0.100,"E_09,F_09,G_09,H_09",,,,
Empty,D10,P30-20190902,0.4,0.100,"E_10,F_10,G_10,H_10",,,,
Empty,D11,P30-20190902,0.4,0.100,"E_11,F_11,G_11,H_11",,,,
Empty,D12,P30-20190902,0.4,0.100,"E_12,F_12,G_12,H_12",,,,
Empty,E01,P31-20190902,0.4,0.100,"A_01,B_01,C_01,D_01",,,,
Empty,E02,P31-20190902,0.4,0.100,"A_02,B_02,C_02,D_02",,,,
Empty,E03,P31-20190902,0.4,0.100,"A_03,B_03,C_03,D_03",,,,
Empty,E04,P31-20190902,0.4,0.100,"A_04,B_04,C_04,D_04",,,,
Empty,E05,P31-20190902,0.4,0.100,"A_05,B_05,C_05,D_05",,,,
Empty,E06,P31-20190902,0.4,0.100,"A_06,B_06,C_06,D_06",,,,
Empty,E07,P31-20190902,0.4,0.100,"A_07,B_07,C_07,D_07",,,,
Empty,E08,P31-20190902,0.4,0.100,"A_08,B_08,C_08,D_08",,,,
Empty,E09,P31-20190902,0.4,0.100,"A_09,B_09,C_09,D_09",,,,
Empty,E10,P31-20190902,0.4,0.100,"A_10,B_10,C_10,D_10",,,,
Empty,E11,P31-20190902,0.4,0.100,"A_11,B_11,C_11,D_11",,,,
Empty,E12,P31-20190902,0.4,0.100,"A_12,B_12,C_12,D_12",,,,
Empty,F01,P31-20190902,0.4,0.100,"E_01,F_01,G_01,H_01",,,,
Empty,F02,P31-20190902,0.4,0.100,"E_02,F_02,G_02,H_02",,,,
Empty,F03,P31-20190902,0.4,0.100,"E_03,F_03,G_03,H_03",,,,
Empty,F04,P31-20190902,0.4,0.100,"E_04,F_04,G_04,H_04",,,,
Empty,F05,P31-20190902,0.4,0.100,"E_05,F_05,G_05,H_05",,,,
Empty,F06,P31-20190902,0.4,0.100,"E_06,F_06,G_06,H_06",,,,
Empty,F07,P31-20190902,0.4,0.100,"E_07,F_07,G_07,H_07",,,,
Empty,F08,P31-20190902,0.4,0.100,"E_08,F_08,G_08,H_08",,,,
Empty,F09,P31-20190902,0.4,0.100,"E_09,F_09,G_09,H_09",,,,
Empty,F10,P31-20190902,0.4,0.100,"E_10,F_10,G_10,H_10",,,,
Empty,F11,P31-20190902,0.4,0.100,"E_11,F_11,G_11,H_11",,,,
Empty,F12,P31-20190902,0.4,0.100,"E_12,F_12,G_12,H_12",,,,
Empty,G01,P32-20190902,0.4,0.100,"A_01,B_01,C_01,D_01",,,,
Empty,G02,P32-20190902,0.4,0.100,"A_02,B_02,C_02,D_02",,,,
Empty,G03,P32-20190902,0.4,0.100,"A_03,B_03,C_03,D_03",,,,
Empty,G04,P32-20190902,0.4,0.100,"A_04,B_04,C_04,D_04",,,,
Empty,G05,P32-20190902,0.4,0.100,"A_05,B_05,C_05,D_05",,,,
Empty,G06,P32-20190902,0.4,0.100,"A_06,B_06,C_06,D_06",,,,
Empty,G07,P32-20190902,0.4,0.100,"A_07,B_07,C_07,D_07",,,,
Empty,G08,P32-20190902,0.4,0.100,"A_08,B_08,C_08,D_08",,,,
Empty,G09,P32-20190902,0.4,0.100,"A_09,B_09,C_09,D_09",,,,
Empty,G10,P32-20190902,0.4,0.100,"A_10,B_10,C_10,D_10",,,,
Empty,G11,P32-20190902,0.4,0.100,"A_11,B_11,C_11,D_11",,,,
Empty,G12,P32-20190902,0.4,0.100,"A_12,B_12,C_12,D_12",,,,
Empty,H01,P32-20190902,0.4,0.100,"E_01,F_01,G_01,H_01",,,,
Empty,H02,P32-20190902,0.4,0.100,"E_02,F_02,G_02,H_02",,,,
Empty,H03,P32-20190902,0.4,0.100,"E_03,F_03,G_03,H_03",,,,
Empty,H04,P32-20190902,0.4,0.100,"E_04,F_04,G_04,H_04",,,,
Empty,H05,P32-20190902,0.4,0.100,"E_05,F_05,G_05,H_05",,,,
Empty,H06,P32-20190902,0.4,0.100,"E_06,F_06,G_06,H_06",,,,
Empty,H07,P32-20190902,0.4,0.100,"E_07,F_07,G_07,H_07",,,,
Empty,H08,P32-20190902,0.4,0.100,"E_08,F_08,G_08,H_08",,,,
Empty,H09,P32-20190902,0.4,0.100,"E_09,F_09,G_09,H_09",,,,
Empty,H10,P32-20190902,0.4,0.100,"E_10,F_10,G_10,H_10",,,,
Empty,H11,P32-20190902,0.4,0.100,"E_11,F_11,G_11,H_11",,,,
Empty,H12,P32-20190902,0.4,0.100,"E_12,F_12,G_12,H_12",,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
